OrderDetailKey|OrderDetailId|OrderId|ProductId|OrderDetailUnitPrice|Quantity|Discount|OrderKey|CustomerId|EmployeeId|OrderDate|RequiredDate|ShippedDate|ShipVia|Freight|ShipName|ShipAddress|ShipCity|ShipRegion|ShipPostalCode|ShipCountry|ProductKey|ProductName|SupplierId|CategoryId|QuantityPerUnit|ProductUnitPrice|UnitsInStock|UnitsOnOrder|ReorderLevel|Discontinued|CustomerKey|OrderDetailCompanyName|OrderDetailContactName|OrderDetailContactTitle|OrderDetailAddress|OrderDetailCity|OrderDetailRegion|OrderDetailPostalCode|OrderDetailCountry|OrderDetailPhone|OrderDetailFax|EmployeeKey|LastName|FirstName|Title|TitleOfCourtesy|BirthDate|HireDate|EmployeeAddress|EmployeeCity|EmployeeRegion|EmployeePostalCode|EmployeeCountry|HomePhone|Extension|Photo|Notes|ReportsTo|PhotoPath|SupplierKey|SupplierCompanyName|SupplierContactName|SupplierContactTitle|Address|City|Region|PostalCode|Country|SupplierPhone|SupplierFax|HomePage|CategoryKey|CategoryName|Description|OrderDateKey|OrderDateId|OrderDayNameNum|OrderDayNameFull|OrderDayNameAbbrev|OrderMonthNum|OrderMonthFull|OrderMonthAbbrev|OrderDay|OrderYear|OrderWeek|OrderQuarter|OrderHalf|RequiredDateKey|RequiredDateId|RequiredDayNameNum|RequiredDayNameFull|RequiredDayNameAbbrev|RequiredMonthNum|RequiredMonthFull|RequiredMonthAbbrev|RequiredDay|RequiredYear|RequiredWeek|RequiredQuarter|RequiredHalf|ShippedDateKey|ShippedDateId|ShippedDayNameNum|ShippedDayNameFull|ShippedDayNameAbbrev|ShippedMonthNum|ShippedMonthFull|ShippedMonthAbbrev|ShippedDay|ShippedYear|ShippedWeek|ShippedQuarter|ShippedHalf|BirthDateKey|BirthDateId|BirthDayNameNum|BirthDayNameFull|BirthDayNameAbbrev|BirthMonthNum|BirthMonthFull|BirthMonthAbbrev|BirthDay|BirthYear|BirthWeek|BirthQuarter|BirthHalf|HireDateKey|HireDateId|HireDayNameNum|HireDayNameFull|HireDayNameAbbrev|HireMonthNum|HireMonthFull|HireMonthAbbrev|HireDay|HireYear|HireWeek|HireQuarter|HireHalf|ShipperKey|CompanyName|Phone
878|10575/76|10575|76|18.0|10|0.0|327|MORGK|5|2013-06-20|2013-07-04|2013-06-30|1|127.34|Morgenstern Gesundkost|Heerstr. 22|Leipzig|Western Europe|04179|Germany|75|Lakkalikööri|23|1|500 ml|18.0|57|0|20|0|51.0|Morgenstern Gesundkost|Alexander Feuer|Marketing Assistant|Heerstr. 22|Leipzig|Western Europe|04179|Germany|0342-023176|Unknown Value|4|Buchanan|Steven|Sales Manager|Mr.|1987-03-04|2025-10-17|14 Garrett Hill|London|British Isles|SW1 8JR|UK|(71) 555-4848|3453|Unknown Value|Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London.  He was promoted to sales manager in March 1993.  Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management.'  He is fluent in French.|2.0|http://accweb/emmployees/buchanan.bmp|22|Karkki Oy|Anne Heikkonen|Product Manager|Valtakatu 12|Lappeenranta|Scandinavia|53120|Finland|(953) 10956|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41443|41443|4|Thursday|Thu|6|June|Jun|20|2013|25|2|1|41457|41457|4|Thursday|Thu|7|July|Jul|4|2013|27|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|31838|31838|3|Wednesday|Wed|3|March|Mar|4|1987|10|1|1|45945|45945|5|Friday|Fri|10|October|Oct|17|2025|42|4|2|0|Speedy Express|(503) 555-9831
879|10576/1|10576|1|18.0|10|0.0|328|TORTU|3|2013-06-23|2013-07-07|2013-06-30|3|18.56|Tortuga Restaurante|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|0|Chai|1|1|10 boxes x 20 bags|18.0|39|0|10|0|79.0|Tortuga Restaurante|Miguel Angel Paolino|Owner|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|(5) 555-2933|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|0|Exotic Liquids|Charlotte Cooper|Purchasing Manager|49 Gilbert St.|London|British Isles|EC1 4SD|UK|(171) 555-2222|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41446|41446|0|Sunday|Sun|6|June|Jun|23|2013|25|2|1|41460|41460|0|Sunday|Sun|7|July|Jul|7|2013|27|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|2|Federal Shipping|(503) 555-9931
880|10576/31|10576|31|12.5|20|0.0|328|TORTU|3|2013-06-23|2013-07-07|2013-06-30|3|18.56|Tortuga Restaurante|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|30|Gorgonzola Telino|14|4|12 - 100 g pkgs|12.5|0|70|20|0|79.0|Tortuga Restaurante|Miguel Angel Paolino|Owner|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|(5) 555-2933|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|13|Formaggi Fortini s.r.l.|Elio Rossi|Sales Representative|Viale Dante, 75|Ravenna|Southern Europe|48100|Italy|(0544) 60323|(0544) 60603|#FORMAGGI.HTM#|3|Dairy Products|Cheeses|41446|41446|0|Sunday|Sun|6|June|Jun|23|2013|25|2|1|41460|41460|0|Sunday|Sun|7|July|Jul|7|2013|27|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|2|Federal Shipping|(503) 555-9931
881|10576/44|10576|44|19.45|21|0.0|328|TORTU|3|2013-06-23|2013-07-07|2013-06-30|3|18.56|Tortuga Restaurante|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|43|Gula Malacca|20|2|20 - 2 kg bags|19.45|27|0|15|0|79.0|Tortuga Restaurante|Miguel Angel Paolino|Owner|Avda. Azteca 123|México D.F.|Central America|05033|Mexico|(5) 555-2933|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|19|Leka Trading|Chandra Leka|Owner|471 Serangoon Loop, Suite #402|Singapore|South-East Asia|0512|Singapore|555-8787|Unknown Value|Unknown Value|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41446|41446|0|Sunday|Sun|6|June|Jun|23|2013|25|2|1|41460|41460|0|Sunday|Sun|7|July|Jul|7|2013|27|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|2|Federal Shipping|(503) 555-9931
882|10577/39|10577|39|18.0|10|0.0|329|TRAIH|9|2013-06-23|2013-08-04|2013-06-30|2|25.41|Trail's Head Gourmet Provisioners|722 DaVinci Blvd.|Kirkland|North America|98034|USA|38|Chartreuse verte|18|1|750 cc per bottle|18.0|69|0|5|0|81.0|Trail's Head Gourmet Provisioners|Helvetius Nagy|Sales Associate|722 DaVinci Blvd.|Kirkland|North America|98034|USA|(206) 555-8257|(206) 555-2174|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|17|Aux joyeux ecclésiastiques|Guylène Nodier|Sales Manager|203, Rue des Francs-Bourgeois|Paris|Western Europe|75004|France|(1) 03.83.00.68|(1) 03.83.00.62|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41446|41446|0|Sunday|Sun|6|June|Jun|23|2013|25|2|1|41488|41488|0|Sunday|Sun|8|August|Aug|4|2013|31|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|1|United Package|(503) 555-3199
883|10577/75|10577|75|7.75|20|0.0|329|TRAIH|9|2013-06-23|2013-08-04|2013-06-30|2|25.41|Trail's Head Gourmet Provisioners|722 DaVinci Blvd.|Kirkland|North America|98034|USA|74|Rhönbräu Klosterbier|12|1|24 - 0.5 l bottles|7.75|125|0|25|0|81.0|Trail's Head Gourmet Provisioners|Helvetius Nagy|Sales Associate|722 DaVinci Blvd.|Kirkland|North America|98034|USA|(206) 555-8257|(206) 555-2174|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41446|41446|0|Sunday|Sun|6|June|Jun|23|2013|25|2|1|41488|41488|0|Sunday|Sun|8|August|Aug|4|2013|31|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|1|United Package|(503) 555-3199
884|10577/77|10577|77|13.0|18|0.0|329|TRAIH|9|2013-06-23|2013-08-04|2013-06-30|2|25.41|Trail's Head Gourmet Provisioners|722 DaVinci Blvd.|Kirkland|North America|98034|USA|76|Original Frankfurter grüne Soße|12|2|12 boxes|13.0|32|0|15|0|81.0|Trail's Head Gourmet Provisioners|Helvetius Nagy|Sales Associate|722 DaVinci Blvd.|Kirkland|North America|98034|USA|(206) 555-8257|(206) 555-2174|8|Dodsworth|Anne|Sales Representative|Ms.|1998-01-27|2026-11-15|7 Houndstooth Rd.|London|British Isles|WG2 7LT|UK|(71) 555-4444|452|Unknown Value|Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.|5.0|http://accweb/emmployees/davolio.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41446|41446|0|Sunday|Sun|6|June|Jun|23|2013|25|2|1|41488|41488|0|Sunday|Sun|8|August|Aug|4|2013|31|3|2|41453.0|41453.0|0|Sunday|Sun|6.0|June|Jun|30.0|2013.0|26.0|2.0|1.0|35820|35820|2|Tuesday|Tue|1|January|Jan|27|1998|5|1|1|46339|46339|0|Sunday|Sun|11|November|Nov|15|2026|46|4|2|1|United Package|(503) 555-3199
885|10578/35|10578|35|18.0|20|0.0|330|BSBEV|4|2013-06-24|2013-07-22|2013-07-25|3|29.6|B's Beverages|Fauntleroy Circus|London|British Isles|EC2 5NT|UK|34|Steeleye Stout|16|1|24 - 12 oz bottles|18.0|20|0|15|0|10.0|B's Beverages|Victoria Ashworth|Sales Representative|Fauntleroy Circus|London|British Isles|EC2 5NT|UK|(171) 555-1212|Unknown Value|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|15|Bigfoot Breweries|Cheryl Saylor|Regional Account Rep.|3400 - 8th Avenue Suite 210|Bend|North America|97101|USA|(503) 555-9931|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41447|41447|1|Monday|Mon|6|June|Jun|24|2013|26|2|1|41475|41475|1|Monday|Mon|7|July|Jul|22|2013|30|3|2|41478.0|41478.0|4|Thursday|Thu|7.0|July|Jul|25.0|2013.0|30.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|2|Federal Shipping|(503) 555-9931
886|10578/57|10578|57|19.5|6|0.0|330|BSBEV|4|2013-06-24|2013-07-22|2013-07-25|3|29.6|B's Beverages|Fauntleroy Circus|London|British Isles|EC2 5NT|UK|56|Ravioli Angelo|26|5|24 - 250 g pkgs.|19.5|36|0|20|0|10.0|B's Beverages|Victoria Ashworth|Sales Representative|Fauntleroy Circus|London|British Isles|EC2 5NT|UK|(171) 555-1212|Unknown Value|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|25|Pasta Buttini s.r.l.|Giovanni Giudici|Order Administrator|Via dei Gelsomini, 153|Salerno|Southern Europe|84100|Italy|(089) 6547665|(089) 6547667|Unknown Value|4|Grains/Cereals|Breads, crackers, pasta, and cereal|41447|41447|1|Monday|Mon|6|June|Jun|24|2013|26|2|1|41475|41475|1|Monday|Mon|7|July|Jul|22|2013|30|3|2|41478.0|41478.0|4|Thursday|Thu|7.0|July|Jul|25.0|2013.0|30.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|2|Federal Shipping|(503) 555-9931
887|10579/15|10579|15|15.5|10|0.0|331|LETSS|1|2013-06-25|2013-07-23|2013-07-04|2|13.73|Let's Stop N Shop|87 Polk St. Suite 5|San Francisco|North America|94117|USA|14|Genen Shouyu|6|2|24 - 250 ml bottles|15.5|39|0|5|0|44.0|Let's Stop N Shop|Jaime Yorres|Owner|87 Polk St. Suite 5|San Francisco|North America|94117|USA|(415) 555-5938|Unknown Value|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|5|Mayumi's|Mayumi Ohno|Marketing Representative|92 Setsuko Chuo-ku|Osaka|Eastern Asia|545|Japan|(06) 431-7877|Unknown Value|Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41448|41448|2|Tuesday|Tue|6|June|Jun|25|2013|26|2|1|41476|41476|2|Tuesday|Tue|7|July|Jul|23|2013|30|3|2|41457.0|41457.0|4|Thursday|Thu|7.0|July|Jul|4.0|2013.0|27.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|1|United Package|(503) 555-3199
888|10579/75|10579|75|7.75|21|0.0|331|LETSS|1|2013-06-25|2013-07-23|2013-07-04|2|13.73|Let's Stop N Shop|87 Polk St. Suite 5|San Francisco|North America|94117|USA|74|Rhönbräu Klosterbier|12|1|24 - 0.5 l bottles|7.75|125|0|25|0|44.0|Let's Stop N Shop|Jaime Yorres|Owner|87 Polk St. Suite 5|San Francisco|North America|94117|USA|(415) 555-5938|Unknown Value|0|Davolio|Nancy|Sales Representative|Ms.|1980-12-08|2024-05-01|507 - 20th Ave. E. Apt. 2A|Seattle|North America|98122|USA|(206) 555-9857|5467|Unknown Value|Education includes a BA in psychology from Colorado State University in 1970.  She also completed 'The Art of the Cold Call.'  Nancy is a member of Toastmasters International.|2.0|http://accweb/emmployees/davolio.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41448|41448|2|Tuesday|Tue|6|June|Jun|25|2013|26|2|1|41476|41476|2|Tuesday|Tue|7|July|Jul|23|2013|30|3|2|41457.0|41457.0|4|Thursday|Thu|7.0|July|Jul|4.0|2013.0|27.0|3.0|2.0|29561|29561|1|Monday|Mon|12|December|Dec|8|1980|50|4|2|45411|45411|3|Wednesday|Wed|5|May|May|1|2024|18|2|1|1|United Package|(503) 555-3199
889|10580/14|10580|14|23.25|15|0.05|332|OTTIK|4|2013-06-26|2013-07-24|2013-07-01|3|75.89|Ottilies Käseladen|Mehrheimerstr. 369|Köln|Western Europe|50739|Germany|13|Tofu|6|7|40 - 100 g pkgs.|23.25|35|0|0|0|55.0|Ottilies Käseladen|Henriette Pfalzheim|Owner|Mehrheimerstr. 369|Köln|Western Europe|50739|Germany|0221-0644327|0221-0765721|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|5|Mayumi's|Mayumi Ohno|Marketing Representative|92 Setsuko Chuo-ku|Osaka|Eastern Asia|545|Japan|(06) 431-7877|Unknown Value|Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#|6|Produce|Dried fruit and bean curd|41449|41449|3|Wednesday|Wed|6|June|Jun|26|2013|26|2|1|41477|41477|3|Wednesday|Wed|7|July|Jul|24|2013|30|3|2|41454.0|41454.0|1|Monday|Mon|7.0|July|Jul|1.0|2013.0|27.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|2|Federal Shipping|(503) 555-9931
890|10580/41|10580|41|9.65|9|0.05|332|OTTIK|4|2013-06-26|2013-07-24|2013-07-01|3|75.89|Ottilies Käseladen|Mehrheimerstr. 369|Köln|Western Europe|50739|Germany|40|Jack's New England Clam Chowder|19|8|12 - 12 oz cans|9.65|85|0|10|0|55.0|Ottilies Käseladen|Henriette Pfalzheim|Owner|Mehrheimerstr. 369|Köln|Western Europe|50739|Germany|0221-0644327|0221-0765721|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|18|New England Seafood Cannery|Robb Merchant|Wholesale Account Agent|Order Processing Dept. 2100 Paul Revere Blvd.|Boston|North America|02134|USA|(617) 555-3267|(617) 555-3389|Unknown Value|7|Seafood|Seaweed and fish|41449|41449|3|Wednesday|Wed|6|June|Jun|26|2013|26|2|1|41477|41477|3|Wednesday|Wed|7|July|Jul|24|2013|30|3|2|41454.0|41454.0|1|Monday|Mon|7.0|July|Jul|1.0|2013.0|27.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|2|Federal Shipping|(503) 555-9931
891|10580/65|10580|65|21.05|30|0.05|332|OTTIK|4|2013-06-26|2013-07-24|2013-07-01|3|75.89|Ottilies Käseladen|Mehrheimerstr. 369|Köln|Western Europe|50739|Germany|64|Louisiana Fiery Hot Pepper Sauce|2|2|32 - 8 oz bottles|21.05|76|0|0|0|55.0|Ottilies Käseladen|Henriette Pfalzheim|Owner|Mehrheimerstr. 369|Köln|Western Europe|50739|Germany|0221-0644327|0221-0765721|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|1|New Orleans Cajun Delights|Shelley Burke|Order Administrator|P.O. Box 78934|New Orleans|North America|70117|USA|(100) 555-4822|Unknown Value|#CAJUN.HTM#|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41449|41449|3|Wednesday|Wed|6|June|Jun|26|2013|26|2|1|41477|41477|3|Wednesday|Wed|7|July|Jul|24|2013|30|3|2|41454.0|41454.0|1|Monday|Mon|7.0|July|Jul|1.0|2013.0|27.0|3.0|2.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|2|Federal Shipping|(503) 555-9931
892|10581/75|10581|75|7.75|50|0.2|333|FAMIA|3|2013-06-26|2013-07-24|2013-07-02|1|3.01|Familia Arquibaldo|Rua Orós, 92|Sao Paulo|South America|05442-030|Brazil|74|Rhönbräu Klosterbier|12|1|24 - 0.5 l bottles|7.75|125|0|25|0|20.0|Familia Arquibaldo|Aria Cruz|Marketing Assistant|Rua Orós, 92|Sao Paulo|South America|05442-030|Brazil|(11) 555-9857|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41449|41449|3|Wednesday|Wed|6|June|Jun|26|2013|26|2|1|41477|41477|3|Wednesday|Wed|7|July|Jul|24|2013|30|3|2|41455.0|41455.0|2|Tuesday|Tue|7.0|July|Jul|2.0|2013.0|27.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
893|10582/57|10582|57|19.5|4|0.0|334|BLAUS|3|2013-06-27|2013-07-25|2013-07-14|2|27.71|Blauer See Delikatessen|Forsterstr. 57|Mannheim|Western Europe|68306|Germany|56|Ravioli Angelo|26|5|24 - 250 g pkgs.|19.5|36|0|20|0|5.0|Blauer See Delikatessen|Hanna Moos|Sales Representative|Forsterstr. 57|Mannheim|Western Europe|68306|Germany|0621-08460|0621-08924|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|25|Pasta Buttini s.r.l.|Giovanni Giudici|Order Administrator|Via dei Gelsomini, 153|Salerno|Southern Europe|84100|Italy|(089) 6547665|(089) 6547667|Unknown Value|4|Grains/Cereals|Breads, crackers, pasta, and cereal|41450|41450|4|Thursday|Thu|6|June|Jun|27|2013|26|2|1|41478|41478|4|Thursday|Thu|7|July|Jul|25|2013|30|3|2|41467.0|41467.0|0|Sunday|Sun|7.0|July|Jul|14.0|2013.0|28.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
894|10582/76|10582|76|18.0|14|0.0|334|BLAUS|3|2013-06-27|2013-07-25|2013-07-14|2|27.71|Blauer See Delikatessen|Forsterstr. 57|Mannheim|Western Europe|68306|Germany|75|Lakkalikööri|23|1|500 ml|18.0|57|0|20|0|5.0|Blauer See Delikatessen|Hanna Moos|Sales Representative|Forsterstr. 57|Mannheim|Western Europe|68306|Germany|0621-08460|0621-08924|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|22|Karkki Oy|Anne Heikkonen|Product Manager|Valtakatu 12|Lappeenranta|Scandinavia|53120|Finland|(953) 10956|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41450|41450|4|Thursday|Thu|6|June|Jun|27|2013|26|2|1|41478|41478|4|Thursday|Thu|7|July|Jul|25|2013|30|3|2|41467.0|41467.0|0|Sunday|Sun|7.0|July|Jul|14.0|2013.0|28.0|3.0|2.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
